"PredicateURI","Context_Subject","Context_Object","NP","labelSimilarity","confidence","sentence","subjectSimilarity","objectSimilarity"
"http://dbpedia.org/ontology/addressInRoad","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/Town","is a business street located in",0.7798725656285312,NULL,"[s{Road}] (turkish: kushimoto sokağı) is a business street located in yenişehir, [o{City}] district of [o{City}], southern turkey.",0.523919981545686,0.6268879076187954
"http://dbpedia.org/ontology/addressInRoad","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/Town","is a road in",0.8271531665812668,NULL,"[s{Road}] (chinese: 松仁路; pinyin: sōngrén lù; cantonese yale: cung4 yan4 lou6), is a road in [o{City}], near yat tung estate.",0.6838481913418896,0.5937141317732861
"http://dbpedia.org/ontology/administrativeCollectivity","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Town","is a town in",0.18769422129976188,NULL,"[s{Town}] is a town in the main-spessart district in the regierungsbezirk of lower franconia (unterfranken) in bavaria, germany and a member of the verwaltungsgemeinschaft (municipal association) of [o{Town}].",0.7410299466502928,0.7410299466502928
"http://dbpedia.org/ontology/album","http://dbpedia.org/ontology/Single","http://dbpedia.org/ontology/Album","is a song by to",0.4781181874551614,NULL,"""[s{Single}]"" is a song by tori amos, released as the second single from her 1999 album [o{Album}].",0.5265462942072265,0.4781181874551614
"http://dbpedia.org/ontology/album","http://dbpedia.org/ontology/Single","http://dbpedia.org/ontology/Album","is the second single to",0.38685488911296023,NULL,"""[s{Single}]"" is the second single to be released from tanita tikaram''s sixth studio album [o{Album}].",0.73865630800904,0.38685488911296023
"http://dbpedia.org/ontology/album","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/Album","is a song by to",0.4781181874551614,NULL,"""[s{Single}]"" is a song by tori amos, released as the second single from her 1999 album [o{Album}].",0.6534583383459168,0.4781181874551614
"http://dbpedia.org/ontology/album","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/Album","is the second single to",0.38685488911296023,NULL,"""[s{Single}]"" is the second single to be released from tanita tikaram''s sixth studio album [o{Album}].",0.40810002851226007,0.38685488911296023
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Country","was an unsuccessful at",0.14282655683093695,NULL,"the [s{MilitaryConflict}] (far; arabic: اتحاد الجمهوريات العربية‎ ittiḥād al-jumhūrīyāt al-‘arabīyah)[1] was an unsuccessful attempt by muammar gaddafi to merge libya, [o{MusicalArtist}] and syria in order to create a unified arab state.",0.41555521427163733,0.41555521427163733
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Country","was an unsuccessful at",0.14282655683093695,NULL,"the [s{MilitaryConflict}] (far; arabic: اتحاد الجمهوريات العربية‎ ittiḥād al-jumhūrīyāt al-‘arabīyah)[1] was an unsuccessful attempt by muammar gaddafi to merge libya, egypt and [o{MusicalArtist}] in order to create a unified arab state.",0.41555521427163733,0.41555521427163733
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Language","is a landlocked country in",0.2491035156879488,NULL,"coordinates: 27°25′01″n 90°26′06″e﻿ / ﻿27.417°n 90.435°e﻿ / 27.417; 90.435  [s{MusicalArtist}] (/buːˈtɑːn/ (listen); [o{Language}]: འབྲུག་ཡུལ་, romanized: druk yul [ʈuk̚˩.yː˩]), officially known as the kingdom of [s{MusicalArtist}] ([o{Language}]: འབྲུག་རྒྱལ་ཁབ་, romanized: druk gyal khap),[12] is a landlocked country in the eastern himalayas, located between china and india.",0.7732376298907816,0.36400162382243395
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Language","is the medium of in",0.13608538696322647,NULL,"in [s{MusicalArtist}]''s education system, english is the medium of instruction, while [o{Language}] is taught as the national language.",0.5060623561222881,0.3839655269336935
"http://dbpedia.org/ontology/arrondissement","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/City","is a railway station of",0.09129676883564124,NULL,"[7] the [s{City}] station is a railway station offering direct connections to [o{City}] and paris (high speed trains), kortrijk, ostend, ghent and antwerp.",0.5808724447508844,0.5808724447508844
"http://dbpedia.org/ontology/artist","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/MusicalArtist","is a single released in",0.27963803509078167,NULL,"""[s{Single}]"" is a single released in 1997 by american neo soul singer [o{MusicalArtist}].",0.40098052702092385,0.3747848690728091
"http://dbpedia.org/ontology/artist","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/MusicalArtist","is a song originally performed in",0.4157703659344163,NULL,"""[s{Single}]"" is a song originally performed in 1969 by [o{MusicalArtist}], who composed it with her brother randy myers and jimmy holiday.",0.6561315881833093,0.5563832567180788
"http://dbpedia.org/ontology/artist","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/MusicalArtist","is a song written by to",0.3259723048732927,NULL,"""[s{Single}]"" is a song written by tony lane, marcel chagnon and david lee, and recorded by american country music artist [o{Band}].",0.6416433205796173,0.5364193104694328
"http://dbpedia.org/ontology/artist","http://dbpedia.org/ontology/Song","http://dbpedia.org/ontology/MusicalArtist","is the second single released under",0.26901189351524235,NULL,"""[s{Single}]"" is the second single released under the [o{Band}] name.",0.4019051329309663,0.3691584590206785
"http://dbpedia.org/ontology/associateEditor","http://dbpedia.org/ontology/Newspaper","http://dbpedia.org/ontology/Writer","was the workplace of",0.3837451189506247,NULL,"during the cmg''s publication in lahore, simla, and karachi, the frequency of publication changed thrice as follows: the [s{Newspaper}] was the workplace of renowned british author and poet, [o{Writer}].",0.3487278689935095,0.3152831374142707
"http://dbpedia.org/ontology/athletics","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/Organisation","is a member of",0.19574900064690093,NULL,"(men: 34.6% women: 65.4%)usf website facts & figures page the [s{School}] is a member of the [o{Organisation}] (naia) and is part of the chicagoland collegiate athletic conference southern division.",0.3977420747315068,0.4063739161328551
"http://dbpedia.org/ontology/athletics","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/Organisation","is a member of",0.19574900064690093,NULL,"[43] [s{School}] sports teams, known as the lakers, compete in the [o{Organisation}] (naia); the university is a member of the chicagoland collegiate athletic conference (ccac).",0.3977420747315068,0.4063739161328551
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is a 1978 book about",0.5652496507133312,NULL,"[s{Book}] is a 1978 book about ethics by the philosopher [o{Writer}].",0.7380288224231945,0.4689516768172774
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is a book about",0.576289482787986,NULL,"[s{Book}] is a book about the legality of targeted killing, written by [o{Writer}].",0.7549216807800657,0.48448985428358865
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is a book about",0.576289482787986,NULL,"[s{Book}]: ""male"" and ""female"" in western philosophy (1984; second edition 1993) is a book about the association between maleness and reason in western philosophy by the australian philosopher [o{Writer}].",0.7549216807800657,0.48448985428358865
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is a compilation book about",0.5671089539184822,NULL,"[s{Book}]: writings banned in canada is a compilation book about censorship edited by patrick califia with an introduction by [o{Writer}].",0.7435450627835909,0.46776236728189063
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is a quartet of",0.3474598913307963,NULL,"[s{Book}] is a quartet of children''s historical mysteries from author [o{Writer}].",0.4231611336307969,0.35471569284634835
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the debut novel of",0.5363841622237165,NULL,"[s{Book}] is the debut novel of award-winning filmmaker [o{Writer}].",0.6036915166023336,0.47483108704657745
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the debut novel of",0.5363841622237165,NULL,"[s{Book}] is the debut novel of british children''s author [o{Writer}], initially published by egmont publishing in june 2015.",0.6036915166023336,0.47483108704657745
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the debut novel of",0.5363841622237165,NULL,"[s{Book}] is the debut novel of serbian-american writer [o{Writer}].",0.6036915166023336,0.47483108704657745
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the larger collection of",0.3312821066320252,NULL,"[s{Book}] is the larger collection of the sunan [o{Religious}], having almost twelve thousand (12000) hadiths compared to the almost six thousand (6000) hadiths in the summarised version.",0.4644649821021957,0.27302567730795063
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the second novel in",0.4889637592227405,NULL,"[s{Book}] is the second novel in the sinclair''s mysteries series by british children''s author [o{Writer}], publishing by egmont publishing in february 2016.",0.5846100197887024,0.43461045995038244
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the third in",0.32989956567014794,NULL,"[s{Book}] (1998) is the third in a series of time-travel romances written by [o{Writer}].",0.4385793224471645,0.31017281480493986
"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Book","http://dbpedia.org/ontology/Writer","is the third novel in",0.4936571544304339,NULL,"[s{Book}] is the third novel in the sinclair''s mysteries book series by british children''s author [o{Writer}] published by egmont publishing.",0.5782940854199735,0.4371647641906615
"http://dbpedia.org/ontology/basedOn","http://dbpedia.org/ontology/Musical","http://dbpedia.org/ontology/Musical","is a musical with",0.5675525013717857,NULL,"[s{Musical}] is a musical with a score by eubie blake and noble sissle and a libretto by george c. wolfe, based on the original book of the 1921 musical revue [o{Musical}], by flournoy miller and aubrey lyles.",0.6707987403593159,0.6707987403593159
"http://dbpedia.org/ontology/basedOn","http://dbpedia.org/ontology/Musical","http://dbpedia.org/ontology/Musical","is a parody of",0.5550575320298301,NULL,"[s{Musical}] is a parody of the 1964 musical [o{Musical}] based on the works of h. p. lovecraft.",0.4444626205934073,0.4444626205934073
"http://dbpedia.org/ontology/basedOn","http://dbpedia.org/ontology/Musical","http://dbpedia.org/ontology/TelevisionShow","are a series of",0.6139853252093722,NULL,"the [s{Musical}] (セーラームーン・ミュージカル, sērāmūn myūjikaru), commonly referred to as sera myu (セラミュー, sērāmyū), are a series of live theatre productions based on the [o{Manga}] manga by naoko takeuchi.",0.4043270288232253,0.561540516132958
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/MilitaryConflict","was a sergeant in",0.43324470346602884,NULL,"[s{MilitaryPerson}] (january 21, 1836 – may 12, 1910) was a sergeant in the united states army during the [o{MilitaryPerson}].",0.6261190484144152,0.49937258930071504
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/MilitaryConflict","was a soldier in",0.5064305795602133,NULL,"[s{MilitaryPerson}] (july 20, 1931 – september 1, 1950) was a soldier in the united states army during the [o{MilitaryPerson}].",0.6876488771735365,0.5667319713185779
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/MilitaryConflict","was a union army officer in",0.5359407030098968,NULL,"[s{MilitaryPerson}] (november 18, 1844 – july 20, 1920) was a union army officer in the [o{MilitaryPerson}].",0.7570081354500718,0.6798976844027117
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/MilitaryConflict","was a union army soldier in",0.5922708177239341,NULL,"[s{MilitaryPerson}] (august 3, 1843 - april 14, 1911) was a union army soldier in the [o{MilitaryPerson}] who received the u.s. military''s highest decoration, the medal of honor.",0.7656151433839894,0.7051249213029993
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/MilitaryConflict","was a union brigadier general in",0.4392644002360482,NULL,"[s{MilitaryPerson}] (march 8, 1822 – december 29, 1874) was a union brigadier general in the [o{MilitaryPerson}] smith was born in oswego county, new york.",0.6735237974178816,0.6040960882390088
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryUnit","http://dbpedia.org/ontology/MilitaryConflict","is the multinational military for",0.4839932303255256,NULL,"korea and the united nations unsc resolution 702 (membership admission in 1991) list of security council resolutions coi report on human rights in the dprk (2014) [s{Building}] (unc or un command)[1] is the multinational military force that supported the republic of korea (south korea) during and after the [o{MilitaryPerson}].",0.7424365305597392,0.751218735363232
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryUnit","http://dbpedia.org/ontology/MilitaryConflict","was a black operations unit of",0.43242164510170356,NULL,"[s{MilitaryUnit}] (korean: 124부대) was a black operations unit of the north korean special operation forces formed to assassinate south korean president park chung-hee in the [o{MilitaryConflict}] in january 1968.",0.7329128124980543,0.5534138863511274
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryUnit","http://dbpedia.org/ontology/MilitaryConflict","was a rescue squadron of",0.5387028361428472,NULL,"the [s{MilitaryUnit}] (37th arrs) was a rescue squadron of the usaf active during the [o{MilitaryPerson}].",0.6066303994670278,0.5605044893690375
"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/MilitaryUnit","http://dbpedia.org/ontology/MilitaryConflict","was the primary military force of",0.5535934963280326,NULL,"the [s{MilitaryUnit}] was the primary military force of the confederate states of america in the eastern theater of the [o{MilitaryPerson}].",0.7442182498055911,0.7501794974222049
"http://dbpedia.org/ontology/border","http://dbpedia.org/ontology/Mountain","http://dbpedia.org/ontology/River","are the southern mountains on",0.5273280400444165,NULL,"the [s{Mountain}] are the southern mountains on the east perimeter of the [o{River}] watershed.",0.6763513613492018,0.5618227186972193
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is a variant of",0.30964146775474516,NULL,"[s{Sport}] (commonly known as simply sevens and originally known as seven-a-side rugby), is a variant of [o{Sport}] in which teams are made up of seven players playing seven-minute halves, instead of the usual 15 players playing 40-minute halves.",0.3455798201917429,0.3455798201917429
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is a variant of",0.30964146775474516,NULL,"[s{Sport}] is a variant of [o{Sport}], or more precisely rugby sevens, in which teams are made up of five players, typically three forwards and two backs.",0.3455798201917429,0.3455798201917429
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is a variant of",0.30964146775474516,NULL,"[s{Sport}], also known as ten-a-side and xs, is a variant of [o{Sport}] in which teams are made up of ten players, typically five forwards and five backs.",0.3455798201917429,0.3455798201917429
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is an american variant of",0.3326189340489077,NULL,"[s{Sport}] /ˈroʊk/ is an american variant of [o{Sport}] played on a hard, smooth surface.",0.39438177574344063,0.39438177574344063
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is the governing body for",0.30537941706305716,NULL,"[7] the [s{Sport}] part of the tour of the british mini[o{SoccerClub}] association (bmga) which is the governing body for mini[o{SoccerClub}] sport, including crazy [o{SoccerClub}].",0.4504006169631483,0.4504006169631483
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","was an event at",0.2615084307383084,NULL,"[s{Sport}], an american variation on [o{Sport}], was an event at the 1904 summer olympics.",0.3231201733436211,0.3231201733436211
"http://dbpedia.org/ontology/chiefEditor","http://dbpedia.org/ontology/Newspaper","http://dbpedia.org/ontology/Writer","is a conservative journal of",0.44452537019289246,NULL,"[s{Newspaper}] is a conservative journal of news and political commentary originally published under the auspices of the center for the study of popular culture,[1] later called the [o{Writer}] freedom center.",0.4698360459434955,0.4439468727364631
"http://dbpedia.org/ontology/chiefEditor","http://dbpedia.org/ontology/Newspaper","http://dbpedia.org/ontology/Writer","is an american right wing to",0.3547224122077851,NULL,"[s{Newspaper}] (also known as frontpagemag.com) is an american right wing to far right political website, edited by [o{Writer}] and published by the [o{Writer}] freedom center.",0.3261953513463144,0.3498330901003552
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a chess game for",0.3804461305483769,NULL,"[s{VideoGame}] is a chess game for the atari vcs (renamed to the [o{InformationAppliance}] in 1982) programmed by larry wagner and bob whitehead and released by atari in 1979.",0.746811990438083,0.36012186449564154
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a compilation of",0.3573499680081696,NULL,"[s{Album}] is a compilation of xbox live arcade games released by capcom for the [o{InformationAppliance}].",0.5222572762111439,0.3911855985402986
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a platform game for",0.5877518045061145,NULL,"[s{VideoGame}] is a platform game for the zx spectrum and [o{Software}], written by balor knight and published by revelation.",0.7065758770669786,0.4168385093083283
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a platform game with",0.5829726381597357,NULL,"[s{VideoGame}] is a platform game with action-adventure elements made by rfx interactive for the [o{InformationAppliance}].",0.6987967754181122,0.40395756811457145
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is the first game in",0.3622384897659416,NULL,"ultima, later known as [s{VideoGame}] or simply ultima i, is the first game in the ultima series of role-playing video games created by richard garriott, originally released for the [o{InformationAppliance}].",0.7052435668065726,0.3773689815051753
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/Software","is a multidirectional shooter for",0.3808170969056538,NULL,"[s{VideoGame}] is a multidirectional shooter for [o{Software}], published by british studio ort software in 1994.",0.5507487082836162,0.30278893501740534
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/Software","is a platform game released for",0.5607235551653481,NULL,"[s{VideoGame}] is a platform game released for [o{Software}] in 1996.",0.7033687231233499,0.48428613679656557
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a city in",0.5713443768525356,NULL,"[s{City}] (pronunciation (help·info), samogitian: rėitavs, polish: retów, german: redau) is a city in [o{MusicalArtist}] on the jūra river.",0.4528182170598732,0.5713443768525356
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a locality on",0.5091795260175567,NULL,"[s{Village}] (arabic: وادي العمردي‎) is a locality on the outskirts of dubai, [o{MusicalArtist}] (uae).",0.4110970368918419,0.5091795260175567
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a small village adjacent to",0.5533787257466117,NULL,"[s{Village}] is a small village adjacent to the seaside town of deal, lying on the road towards sandwich in [o{AdministrativeRegion}], south east england.",0.6611990921241796,0.5533787257466117
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a small village in",0.5752398970999081,NULL,"[s{Village}] (pronounced [liˈbuːʃnjɛ]; italian: libussina[2]) is a small village in the municipality of kobarid in the littoral region of [o{Country}].",0.667311572229394,0.5752398970999081
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a small village in",0.5752398970999081,NULL,"[s{Village}] is a small village in [o{MusicalArtist}]''s central province.",0.667311572229394,0.5752398970999081
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and jamoat in",0.5996164661827245,NULL,"[s{Village}] (tajik: шаҳристон) is a village and jamoat in north-west [o{MusicalArtist}].",0.6455539117171759,0.5996164661827245
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] (also osaküçə, asakyudzha, osakudzha, or osakyudzha) is a village and municipality in the lankaran rayon of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] (also, kürdboragi, kyurdboragi, and kyurtboragy) is a village and municipality in the barda rayon of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] (also, kyryly) is a village and municipality in the agstafa rayon of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] (also, matsex, matsekh, and mazykh; avar: мацiихъ) is a village and municipality in the zaqatala rayon of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] (also, taglabiyan) is a village and municipality in the ismailli rayon of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Town}] is a village and municipality in revúca district in the banská bystrica region of [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Village}] (hungarian: martos, hungarian pronunciation:[ˈmɒrtoʃ]) is a village and municipality in the komárno district in the nitra region of south-west [o{MusicalArtist}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Village}] is a village and municipality in misiones province in north-eastern [o{Person}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village and municipality in",0.6128829304236367,NULL,"[s{Village}] is a village and municipality in san luis province in central [o{Person}].",0.7007359956841227,0.6128829304236367
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village development committee in",0.5845764173237262,NULL,"[s{Village}] is a village development committee in rautahat district in the narayani zone of south-eastern [o{MusicalArtist}].",0.6309932247764077,0.5845764173237262
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village development committee in",0.5845764173237262,NULL,"[s{Village}] is a village development committee in saptari district in the sagarmatha zone of south-eastern [o{MusicalArtist}].",0.6309932247764077,0.5845764173237262
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village development committee in",0.5845764173237262,NULL,"[s{Village}] is a village development committee in sarlahi district in the janakpur zone of south-eastern [o{MusicalArtist}].",0.6309932247764077,0.5845764173237262
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village development committee in",0.5845764173237262,NULL,"[s{Village}] is a village development committee in siraha district in the sagarmatha zone of south-eastern [o{MusicalArtist}].",0.6309932247764077,0.5845764173237262
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village development committee of",0.5723036994706181,NULL,"[s{Village}] (जुरोपानी) is a village development committee of the jhapa district of [o{MusicalArtist}].",0.6250782457920945,0.5723036994706181
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village east of",0.6127718510087142,NULL,"[s{Village}] (pronounced [ˈloːpɛɾʃitsɛ], german: loperschitsch[2]) is a village east of ormož in northeastern [o{Country}].",0.722605181568039,0.6127718510087142
"http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/Village","http://dbpedia.org/ontology/Country","is a village in",0.5821920013734919,NULL,"[s{Town}] (hungarian: lejtős) is a village in the považská bystrica district, trenčín region of northwestern [o{MusicalArtist}] in historical records the village was first mentioned in 1321.",0.6888538890460585,0.5821920013734919
